"Taxonomy"	"Pseudomonadales"	"Enterobacteriales"	"Xanthomonadales"	"Burkholderiales"	"Verrucomicrobiales"	"Sphingomonadales"	"Bacillales"	"Rhizobiales"	"Micrococcales"	"Rhodospirillales"	"Clostridiales"	"unidentified_Subgroup_6"	"Sphingobacteriales"	"Gemmatimonadales"	"unidentified_Blastocatellia"	"Cytophagales"	"Myxococcales"	"Acidimicrobiales"	"Rhodobacterales"	"Bacteroidales"	"SC.I.84"	"Chromatiales"	"Gaiellales"	"Planctomycetales"	"Lactobacillales"	"Micromonosporales"	"Solirubrobacterales"	"Propionibacteriales"	"Desulfurellales"	"Nitrosomonadales"	"Anaerolineales"	"Streptomycetales"	"Nitrospirales"	"Subgroup_7"	"Tepidisphaerales"	"Legionellales"	"Bifidobacteriales"	"Frankiales"	"Caulobacterales"	"Longimicrobiales"	"Flavobacteriales"	"Chloroflexales"	"Solibacterales"	"Subgroup_10"	"Chthoniobacterales"	"Erysipelotrichales"	"Desulfovibrionales"	"Opitutales"	"TRA3.20"	"JG30.KF.CM45"	"Pseudonocardiales"	"unidentified_.SCG."	"Cellvibrionales"	"Corynebacteriales"	"Coriobacteriales"	"Bdellovibrionales"	"AKYG1722"	"Campylobacterales"	"Streptosporangiales"	"Mollicutes_RF9"	"Selenomonadales"	"unidentified_OPB35_soil_group"	"Phycisphaerales"	"Rhodocyclales"	"Acidobacteriales"	"Kineosporiales"	"Pasteurellales"	"Anaeroplasmatales"	"Fimbriimonadales"	"Oligoflexales"	"unidentified_Ardenticatenia"	"Methylophilales"	"Caldilineales"	"Vibrionales"	"Gastranaerophilales"	"Herpetosiphonales"	"Alteromonadales"	"Spirochaetales"	"Euzebyales"	"Kallotenuales"	"Deferribacterales"	"Synergistales"	"unidentified_OM190"	"Chlamydiales"	"Chthonomonadales"	"unidentified_Tectomicrobia"	"NB1.j"	"Fibrobacterales"	"unidentified_TK10"	"Ardenticatenales"	"Thermoplasmatales"	"X34P16"	"C0119"	"HTA4"	"Order_II"	"Rubrobacterales"	"Rickettsiales"	"Aeromonadales"	"unidentified_Deferribacteres"	"unidentified_Saccharibacteria"	"Lineage_IIb"	"Glycomycetales"	"KI89A_clade"	"Ignavibacteriales"	"Orbales"	"CCM11a"	"SubsectionIV"	"unidentified_Gammaproteobacteria"	"Neisseriales"	"Lineage_IIa"	"Mycoplasmatales"	"Obscuribacterales"	"Petrotogales"	"unidentified_.SAGMCG.1."	"JG30.KF.AS9"	"Methanobacteriales"	"Desulfuromonadales"	"Syntrophobacterales"	"Bradymonadales"	"SubsectionIII"	"Armatimonadales"	"Methylococcales"	"Oceanospirillales"	"Deinococcales"	"B1.7BS"	"Acidiferrobacterales"	"SAR324_clade.Marine_group_B."	"mle1.8"	"unidentified_vadinHA49"	"Actinomycetales"	"Halanaerobiales"	"Lineage_IV"	"E6aD10"	"unidentified_Thaumarchaeota"	"Vampirovibrionales"	"Pla1_lineage"	"Ktedonobacterales"	"Fusobacteriales"	"Sphaerobacterales"	"MVP.88"	"Desulfobacterales"	"Parvularculales"	"FCPU453"	"TX1A.33"	"S.70"	"Catenulisporales"	"unidentified_Verrucomicrobia"	"Chlorobiales"	"unidentified_Omnitrophica"	"CPla.3_termite_group"	"Hydrogenophilales"	"Lineage_IIc"	"Haloplasmatales"	"unidentified_BRC1"	"Desulfarculales"	"Holophagales"	"PeM15"	"Thermoanaerobacterales"	"Order_III"	"unidentified_ML635J.21"	"Thiotrichales"	"EC3"	"unidentified_S085"	"Nitriliruptorales"	"Procabacteriales"	"BD72BR169"	"Acidithiobacillales"	"Methanomicrobiales"	"X35"	"unidentified_Bacteroidia"	"Victivallales"	"unidentified_Alphaproteobacteria"	"SubsectionI"	"NB1.n"	"X43F.1404R"	"unidentified_Atribacteria"	"unidentified_Holophagae"	"Limnochordales"	"Sneathiellales"	"SZB30"	"SubsectionII"	"HOC36"	"B12.WMSP1"	"Sva0485"	"M55.D21"	"Subgroup_23"	"Kosmotogales"	"Thermogemmatisporales"	"X1013.28.CG33"	"unidentified_Bathyarchaeota"	"C86"	"F9P41300.M23"	"unidentified_.DHVEG.6."	"Thermophilales"	"FS117.23B.02"	"ss1.B.07.44"	"unidentified_Deltaproteobacteria"	"DTB120"	"Sva0071"	"unidentified_KD4.96"	"Cardiobacteriales"	"Thermales"	"SHBZ1548"	"MBA03"	"E01.9C.26_marine_group"	"unidentified_Acetothermia"	"GIF9"	"Arenicellales"	"FW113"	"MSBL5"	"D8A.2"	"unidentified_WS2"	"unidentified_WCHB1.41"	"Run.SP154"	"unidentified_WWE3"	"unidentified_Betaproteobacteria"	"Salinisphaerales"	"SAR11_clade"	"unidentified_Candidatus_Roizmanbacteria"	"Caldisericales"	"unidentified_Proteobacteria"	"Halobacteriales"	"Entomoplasmatales"	"Acanthopleuribacterales"	"Elusimicrobiales"	"unidentified_Candidatus_Azambacteria"	"vadinBA26"	"Aquificales"	"B10.SB3A"	"unidentified_FBP"	"unidentified_Parcubacteria"	"Puniceicoccales"	"KD3.62"	"Others"
"LH51_Z1_3"	0.01244929	0.00247211	0.067672414	0.043331643	0.032441684	0.104817444	0.032733266	0.061067444	0.034977181	0.061866126	0.002522819	0.042735801	0.013894523	0.034913793	0.022502535	0.013324037	0.016975152	0.028359533	0.002459432	0.000887424	0.009140467	0	0.016417343	0.006681034	0.000481744	0.006110548	0.013488844	0.009089757	0.014021298	0.007695233	0.002636917	0.006566937	0.008886917	0.004475152	0.001572008	0.002345335	0.000139452	0.005603448	0.005324544	0.00171146	0.000798682	0.000786004	0.003600406	0.006592292	0.002484787	0.000342292	1.27e-05	0.000608519	0.00393002	0.001052231	0.002801724	0.000418357	0.000773327	0.000659229	5.07e-05	0.000697262	0.000126775	0	0.000747972	0	7.61e-05	0.000608519	0.00030426	0.000431034	0.00216785	0.000507099	3.8e-05	0	0.001090264	0.000316937	0.000431034	0.000266227	0.000240872	1.27e-05	0	0.000291582	3.8e-05	0	0.000380325	0.00025355	0	1.27e-05	0.00020284	0.000431034	0.000240872	5.07e-05	0.000507099	0.00020284	0.000316937	5.07e-05	1.27e-05	1.27e-05	0.000126775	0.000342292	0.000278905	0.000215517	0.00035497	5.07e-05	0	6.34e-05	8.87e-05	7.61e-05	0.00040568	8.87e-05	0	0.000164807	5.07e-05	0.000126775	1.27e-05	0.000190162	0	6.34e-05	0	0	0	1.27e-05	5.07e-05	0.00020284	0	5.07e-05	8.87e-05	0	2.54e-05	8.87e-05	0	3.8e-05	3.8e-05	3.8e-05	2.54e-05	0	0.000164807	0	2.54e-05	2.54e-05	5.07e-05	3.8e-05	3.8e-05	0	1.27e-05	7.61e-05	2.54e-05	2.54e-05	0	0	0	7.61e-05	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	2.54e-05	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205223124
"LH52_Z1_1"	0.363412779	0.007479716	0.051622718	0.034432049	0.020258621	0.064553753	0.016227181	0.053714503	0.012563387	0.0274214	0.005147059	0.01481998	0.014388945	0.026394523	0.010750507	0.01239858	0.010344828	0.018458418	0.001926978	0.001584686	0.005413286	2.54e-05	0.016138438	0.003410243	0.001533976	0.002129817	0.006440162	0.007036004	0.009571501	0.004601927	0.001280426	0.002053753	0.006693712	0.003232759	0.000671907	0.00387931	0.00010142	0.001584686	0.004006085	0.001597363	0.000291582	0.001217039	0.002953854	0.004589249	0.001381846	0.000545132	5.07e-05	0.000469067	0.002180527	0.000811359	0.001394523	0.000190162	0.000862069	0.000976166	6.34e-05	0.000735294	0.000114097	2.54e-05	0.000240872	8.87e-05	0.000177485	0.000393002	0.000278905	0.000380325	0.000469067	0.000114097	6.34e-05	0	0.001052231	0.00030426	0.00035497	0.000139452	0.000164807	0	0	0.000519777	1.27e-05	3.8e-05	0.000266227	0.000177485	1.27e-05	0	0.00010142	0.000443712	0.000114097	0.000126775	0.000380325	0.000126775	0.000342292	8.87e-05	0	1.27e-05	1.27e-05	0.000177485	0.000228195	0.00010142	0.000228195	3.8e-05	3.8e-05	3.8e-05	5.07e-05	3.8e-05	0.000342292	0.00015213	1.27e-05	0.00015213	1.27e-05	0.00015213	7.61e-05	5.07e-05	0	0.00010142	0	0	0	0	3.8e-05	0.00010142	6.34e-05	2.54e-05	8.87e-05	7.61e-05	2.54e-05	5.07e-05	1.27e-05	3.8e-05	7.61e-05	6.34e-05	0	0	0.00010142	0	1.27e-05	0	0	3.8e-05	2.54e-05	1.27e-05	0	1.27e-05	0	2.54e-05	0	0	0	1.27e-05	0	0	0	0	0	2.54e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121855984
"LH52_Z1_2"	0.008760142	0.000519777	0.092824544	0.041138438	0.028460953	0.03351927	0.014984787	0.037829615	0.034609533	0.02737069	0.000887424	0.061143509	0.011599899	0.029614604	0.044624746	0.0168357	0.009001014	0.023351927	0.001090264	0.000126775	0.011726673	0	0.011080122	0.024226673	6.34e-05	0.007555781	0.01002789	0.007923428	0.005780933	0.008088235	0.016670892	0.002396045	0.010420892	0.004551217	0.007238844	0.003372211	3.8e-05	0.002700304	0.002966531	0.000798682	0.000266227	0.008138945	0.00231998	0.005324544	0.003232759	3.8e-05	1.27e-05	0.000431034	0.003258114	0.006135903	0.002649594	0.001026876	0.000469067	0.001166329	1.27e-05	0.000456389	0.002662272	0	0.001064909	0	6.34e-05	0.000773327	0.002003043	0.000190162	0.000393002	0.001052231	0	0	0.000570487	0.000342292	0.000545132	6.34e-05	0.001407201	0	0	0.000900101	0	0	0.000342292	0.001077586	0	0	0.00020284	7.61e-05	0.000811359	0.000164807	0.000177485	6.34e-05	0.000646552	0.000469067	1.27e-05	0	0.000659229	7.61e-05	0.000570487	0.000291582	0.00015213	0	0	6.34e-05	2.54e-05	5.07e-05	0.000291582	8.87e-05	0	8.87e-05	3.8e-05	5.07e-05	1.27e-05	0.00015213	0	0.000190162	0	0	0	0	3.8e-05	3.8e-05	1.27e-05	0.000240872	0.000190162	0	2.54e-05	0.000164807	0	1.27e-05	2.54e-05	3.8e-05	3.8e-05	0	1.27e-05	0	2.54e-05	0	5.07e-05	3.8e-05	0	0	0.000114097	2.54e-05	1.27e-05	0	0	0	1.27e-05	0	7.61e-05	0	0	5.07e-05	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288970588
"LH52_Z1_3"	0.011650609	0.003283469	0.083531947	0.059039047	0.060319473	0.123782961	0.015276369	0.069244422	0.038983266	0.050291582	0.002434077	0.023351927	0.009305274	0.02928499	0.01890213	0.019574037	0.009685598	0.030311866	0.001800203	0.000418357	0.018293611	0	0.011549189	0.015251014	0.00035497	0.004310345	0.008747465	0.008189655	0.011054767	0.00423428	0.001648073	0.004690669	0.00640213	0.001926978	0.002890467	0.0100786	7.61e-05	0.003473631	0.004842799	0.000646552	0.000367647	0.000659229	0.001635396	0.004563895	0.004563895	0.00010142	1.27e-05	0.000735294	0.004208925	0.001293103	0.002281947	0.000621197	0.000456389	0.000912779	1.27e-05	0.000773327	0.000240872	0	0.000646552	0	0.000291582	0.000786004	0.000380325	0.00015213	0.000519777	0.000443712	0	0	0.000646552	0.000519777	0.000126775	0.000215517	0.000266227	0	1.27e-05	3.8e-05	0	0	0.000507099	0.000316937	0	1.27e-05	0.000481744	0.00035497	0.000126775	3.8e-05	0.000164807	0.000177485	0.000177485	8.87e-05	3.8e-05	0	0.000139452	0.000215517	0.00025355	0.000190162	0.00030426	1.27e-05	0	3.8e-05	6.34e-05	8.87e-05	0.00015213	3.8e-05	5.07e-05	6.34e-05	8.87e-05	3.8e-05	0	5.07e-05	0	0.000114097	0	0	0	0	5.07e-05	0.00015213	0	0.00010142	3.8e-05	1.27e-05	3.8e-05	0.00015213	0	2.54e-05	6.34e-05	2.54e-05	1.27e-05	0	8.87e-05	0	6.34e-05	0	2.54e-05	6.34e-05	0	0	1.27e-05	2.54e-05	1.27e-05	0	1.27e-05	0	0	0	5.07e-05	0	0	0	1.27e-05	0	3.8e-05	0	0	0	1.27e-05	0	0	0	0	0	1.27e-05	3.8e-05	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186790061
"E8501_Z1_1"	0.100950811	0.005032961	0.071539047	0.050697262	0.059799696	0.08326572	0.027104462	0.056820487	0.016163793	0.029994929	0.002560852	0.033684077	0.021526369	0.038108519	0.021285497	0.017330122	0.013121197	0.021729209	0.001660751	0.000621197	0.00650355	0	0.019269777	0.006643002	0.000367647	0.002281947	0.009013692	0.009279919	0.009926471	0.008734787	0.003587728	0.001901623	0.006972617	0.004094828	0.002332657	0.004221602	6.34e-05	0.001888945	0.005159736	0.001952333	0.000697262	0.001926978	0.003689148	0.006135903	0.002459432	0.000443712	2.54e-05	0.000798682	0.003511663	0.000887424	0.001533976	0.000811359	0.001115619	0.000671907	1.27e-05	0.000393002	0.000228195	1.27e-05	0.000278905	1.27e-05	6.34e-05	0.000684584	0.000532454	0.000887424	0.000621197	0.000164807	0.00010142	0	0.001331136	0.000380325	0.000443712	0.000443712	0.000190162	0	0	0.001102941	0	0	0.000139452	0.000291582	0	0	0.000126775	0.000393002	0.000342292	6.34e-05	0.000418357	7.61e-05	0.000557809	0.000139452	0	2.54e-05	6.34e-05	0.000240872	0.000240872	0.00010142	0.000494422	2.54e-05	7.61e-05	0.000164807	6.34e-05	2.54e-05	0.000316937	0.00015213	1.27e-05	0.00015213	0	0.000126775	1.27e-05	0.000177485	0	0.000164807	0	0	0	0	2.54e-05	0.00010142	5.07e-05	5.07e-05	0.00020284	5.07e-05	6.34e-05	6.34e-05	5.07e-05	7.61e-05	0.000126775	7.61e-05	0	0	1.27e-05	0	1.27e-05	0	6.34e-05	2.54e-05	0	0	0	2.54e-05	0	6.34e-05	1.27e-05	0	0	0	2.54e-05	3.8e-05	0	0	0	0	0	1.27e-05	2.54e-05	0	1.27e-05	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18372211
"E8501_Z1_2"	0.404677992	0.002205882	0.040251014	0.03981998	0.032568458	0.05811359	0.009634888	0.037461968	0.017685091	0.026128296	0.000342292	0.032390974	0.006224645	0.021944726	0.019700811	0.010522312	0.006288032	0.016823022	0.000963489	0.000114097	0.005603448	0	0.006731744	0.006110548	6.34e-05	0.003549696	0.005717546	0.003321501	0.006021805	0.002865112	0.001635396	0.001546653	0.003714503	0.001990365	0.003448276	0.001990365	0	0.001660751	0.00237069	0.000532454	5.07e-05	0.001128296	0.001445233	0.002953854	0.00211714	2.54e-05	1.27e-05	0.000190162	0.001901623	0.000925456	0.001546653	0.000697262	0.000329615	0.000545132	0	0.000342292	0.000114097	0	0.000316937	0	1.27e-05	0.00040568	0.000316937	0.000228195	0.000329615	0.000316937	0	0	0.000418357	0.000114097	0.00030426	3.8e-05	0.00010142	0	0	0.000278905	0	0	0.000329615	0.000215517	0	0	0.000114097	0.000126775	0.000114097	7.61e-05	0.000266227	2.54e-05	0.000228195	0.000126775	0	0	0.00015213	1.27e-05	0.000228195	8.87e-05	0.00010142	2.54e-05	0	6.34e-05	5.07e-05	2.54e-05	0.000164807	0	0	0.00010142	2.54e-05	3.8e-05	0	7.61e-05	0	0.000164807	0	0	0	0	5.07e-05	8.87e-05	0	6.34e-05	3.8e-05	0	0	1.27e-05	0	1.27e-05	1.27e-05	1.27e-05	2.54e-05	0	0	0	1.27e-05	0	1.27e-05	2.54e-05	0	0	2.54e-05	0	0	0	0	1.27e-05	0	0	1.27e-05	0	1.27e-05	0	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136333671
"E8501_Z1_3"	0.009102434	0.002573529	0.063311359	0.102700304	0.019472617	0.093382353	0.030818966	0.069079615	0.031871197	0.077662272	0.002497465	0.032530426	0.007568458	0.027345335	0.017672414	0.013450811	0.018534483	0.02706643	0.003042596	0.000570487	0.010927992	0	0.018471095	0.008544625	0.000456389	0.009685598	0.013438134	0.012893002	0.01068712	0.007783976	0.001787525	0.010927992	0.009026369	0.002611562	0.002180527	0.001584686	5.07e-05	0.004906187	0.004513185	0.001217039	0.000190162	0.000557809	0.002674949	0.004513185	0.002586207	0.000215517	1.27e-05	0.000722617	0.004107505	0.001052231	0.003537018	0.000786004	0.000507099	0.001140974	2.54e-05	0.000849391	0.00015213	2.54e-05	0.000697262	1.27e-05	6.34e-05	0.001128296	0.000481744	0.000278905	0.000671907	0.000786004	3.8e-05	0	0.000595842	0.000735294	0.000291582	0.00020284	0.000329615	0	1.27e-05	6.34e-05	2.54e-05	0	0.000519777	0.00020284	0	1.27e-05	0.000215517	0.000443712	0.000190162	0.000114097	0.00025355	0.000215517	0.000266227	6.34e-05	5.07e-05	0	7.61e-05	0.000177485	0.000126775	0.00015213	0.000228195	1.27e-05	0	2.54e-05	7.61e-05	0.000126775	0.00025355	3.8e-05	0	8.87e-05	7.61e-05	3.8e-05	3.8e-05	0.000164807	0	8.87e-05	0	0	0	0	3.8e-05	8.87e-05	0	6.34e-05	7.61e-05	0	3.8e-05	8.87e-05	1.27e-05	8.87e-05	3.8e-05	6.34e-05	1.27e-05	0	3.8e-05	3.8e-05	2.54e-05	1.27e-05	2.54e-05	3.8e-05	1.27e-05	0	0	5.07e-05	1.27e-05	0	0	0	3.8e-05	1.27e-05	2.54e-05	1.27e-05	2.54e-05	5.07e-05	0	1.27e-05	0	0	2.54e-05	0	0	0	0	0	1.27e-05	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182543103
"LH93_Z1_1"	0.008861562	0.000798682	0.069650101	0.053486308	0.011777383	0.076926978	0.027180527	0.11890213	0.040783469	0.078752535	0.001521298	0.01627789	0.00811359	0.027915822	0.009660243	0.020423428	0.018382353	0.03523073	0.004665314	0.000177485	0.021830629	0	0.015631339	0.012119675	1.27e-05	0.013019777	0.012715517	0.014655172	0.010560345	0.007074037	0.001242394	0.012893002	0.010002535	0.003067951	0.001140974	0.001990365	1.27e-05	0.005387931	0.003460953	0.000697262	8.87e-05	0.001255071	0.001990365	0.004982252	0.001660751	6.34e-05	0	0.000418357	0.00428499	0.003575051	0.003245436	0.002180527	0.000646552	0.0024214	1.27e-05	0.001572008	0.000646552	0	0.002155172	0	3.8e-05	0.000595842	0.000747972	0.000684584	0.000266227	0.000747972	0	0	0.000608519	0.001432556	6.34e-05	0.00010142	0.000722617	0	0	0.00010142	0	0	0.000583164	0.000494422	0	0	0.000228195	0.000380325	3.8e-05	0.000139452	0.00040568	0.000177485	0.00040568	0.00025355	1.27e-05	0	0.00010142	0.000240872	0.000190162	0.00015213	0.000316937	1.27e-05	0	0.00015213	3.8e-05	5.07e-05	0.00030426	3.8e-05	0	0.000139452	0.000291582	2.54e-05	0	5.07e-05	0	0.00010142	0	0	0	0	0	0.000126775	0	6.34e-05	8.87e-05	0	1.27e-05	0.00010142	0	0.00010142	2.54e-05	7.61e-05	2.54e-05	0	3.8e-05	0	3.8e-05	0	5.07e-05	0	0	0	6.34e-05	1.27e-05	1.27e-05	0	1.27e-05	0	3.8e-05	0	1.27e-05	1.27e-05	3.8e-05	1.27e-05	1.27e-05	0	5.07e-05	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179272312
"LH93_Z1_2"	0.026090264	0.002345335	0.084432049	0.041214503	0.021412272	0.103904665	0.017773834	0.092532961	0.021932049	0.062931034	0.00826572	0.018242901	0.010192698	0.033886917	0.013425456	0.016746957	0.017228702	0.035953347	0.002535497	0.002649594	0.012563387	0	0.018217546	0.007530426	0.001774848	0.005540061	0.012436613	0.011764706	0.017051217	0.004525862	0.00181288	0.008455882	0.009787018	0.003676471	0.001724138	0.005235801	0.000912779	0.004221602	0.005425963	0.001521298	0.000228195	0.000912779	0.00201572	0.005628803	0.002649594	0.000583164	3.8e-05	0.000709939	0.00398073	0.001432556	0.002193205	0.000240872	0.000621197	0.001445233	0.00020284	0.001217039	0.000177485	0	0.000747972	1.27e-05	0.001533976	0.000469067	0.000570487	0.000114097	0.000659229	0.00035497	1.27e-05	0	0.001090264	0.000608519	0.000228195	0.000114097	0.000266227	0	8.87e-05	0.00025355	0	0	0.000671907	0.00020284	0	2.54e-05	0.000532454	0.000380325	0.00020284	0.00015213	0.000431034	0.00020284	0.00025355	6.34e-05	3.8e-05	5.07e-05	5.07e-05	0.000215517	0.000228195	0.000114097	0.000367647	0	0	2.54e-05	0.000114097	0.00010142	0.000380325	0	0	0.000114097	3.8e-05	5.07e-05	0	0.000139452	0.00015213	0.000139452	0	0	1.27e-05	0.000266227	1.27e-05	0.000164807	2.54e-05	0.000126775	7.61e-05	0	8.87e-05	0.000126775	0	3.8e-05	1.27e-05	5.07e-05	5.07e-05	8.87e-05	8.87e-05	0	2.54e-05	0	5.07e-05	5.07e-05	0	0	5.07e-05	2.54e-05	2.54e-05	0	0	2.54e-05	2.54e-05	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	1.27e-05	0	1.27e-05	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0.19359787
"LH93_Z1_3"	0.010953347	0.003270791	0.06678499	0.044497972	0.039033976	0.106427485	0.023263185	0.069814909	0.022287018	0.055971095	0.004107505	0.049480223	0.008138945	0.03089503	0.027548174	0.011422414	0.015441176	0.030933063	0.002281947	0.001039554	0.010408215	1.27e-05	0.015162272	0.007454361	0.000709939	0.006110548	0.011929513	0.008506592	0.015365112	0.006427485	0.001331136	0.006009128	0.008924949	0.003853955	0.00216785	0.002497465	0.000139452	0.003917343	0.005070994	0.001432556	0.000228195	0.000646552	0.002674949	0.005603448	0.003105984	0.001026876	2.54e-05	0.000633874	0.003359533	0.000912779	0.002712982	0.000443712	0.000836714	0.001445233	2.54e-05	0.000735294	0.000126775	1.27e-05	0.000545132	3.8e-05	0.00030426	0.000887424	0.000342292	0.000278905	0.001407201	0.000557809	0.000570487	0	0.000621197	0.000418357	0.000519777	0.000190162	0.000240872	1.27e-05	0	0.00020284	0	1.27e-05	0.000469067	0.000177485	0	1.27e-05	0.000557809	0.000443712	0.00015213	0.000126775	0.000532454	6.34e-05	0.00035497	8.87e-05	0	1.27e-05	0.000126775	0.000291582	0.000190162	0.000177485	0.000228195	7.61e-05	0.000164807	2.54e-05	6.34e-05	5.07e-05	0.000240872	0.00010142	1.27e-05	2.54e-05	2.54e-05	0.00010142	0.00010142	0.000126775	0	0.000114097	0	0	1.27e-05	0	3.8e-05	7.61e-05	3.8e-05	5.07e-05	0.00010142	5.07e-05	0.000139452	8.87e-05	5.07e-05	8.87e-05	6.34e-05	7.61e-05	2.54e-05	6.34e-05	0.000126775	5.07e-05	5.07e-05	1.27e-05	8.87e-05	5.07e-05	8.87e-05	2.54e-05	1.27e-05	2.54e-05	0	0	1.27e-05	0	0	6.34e-05	5.07e-05	0	0	0	1.27e-05	1.27e-05	0	0	5.07e-05	0	0	0	0	2.54e-05	0	0	2.54e-05	0	0	2.54e-05	0	0	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220220588
